Name,CO2,H2O,x,y,z
PEJFUG_w_CO2_2H2O_2,1,2,1,1,1
PEJFUG_w_CO2_2H2O_3,1,2,1,1,2
PEJFUG_w_CO2_2H2O_4,1,2,1,1,1
PEJFUG_w_CO2_2H2O_random_1,1,2,1,1,2
PEJFUG_w_CO2_2H2O_random_2,1,2,1,1,1
IFEPUG03_w_CO2_2H2O_1,1,2,1,1,3
IFEPUG03_w_CO2_2H2O_2,1,2,1,1,2
IFEPUG03_w_CO2_2H2O_3,1,2,1,1,2
QAVPIO_w_CO2_2H2O_1,1,2,2,1,1
QAVPIO_w_CO2_2H2O_2,1,2,2,1,1
QAVPIO_w_CO2_2H2O_3,1,2,1,1,1
QAVPIO_w_CO2_2H2O_4,1,2,1,1,1
XINZEB_w_CO2_2H2O_1,1,2,1,1,1
XINZEB_w_CO2_2H2O_2,1,2,1,1,1
XINZEB_w_CO2_2H2O_3,1,2,1,1,1
XINZEB_w_CO2_2H2O_4,1,2,2,1,1
HAJLUA_w_CO2_2H2O_1,1,2,1,1,1
HAJLUA_w_CO2_2H2O_2,1,2,1,1,1
HAJLUA_w_CO2_2H2O_3,1,2,1,1,1
HAJLUA_w_CO2_2H2O_4,1,2,1,1,1
HAJLUA_w_CO2_2H2O_5,1,2,1,1,1
ALUREF_w_CO2_2H2O_1,1,2,1,1,1
ALUREF_w_CO2_2H2O_2,1,2,1,1,1
ALUREF_w_CO2_2H2O_3,1,2,1,1,1
NEXXIZ_w_CO2_2H2O_1,1,2,1,1,1
NEXXIZ_w_CO2_2H2O_2,1,2,1,1,1
NEXXIZ_w_CO2_2H2O_3,1,2,1,1,1
NEXXIZ_w_CO2_2H2O_4,1,2,1,1,1
ZIMTAS_w_CO2_2H2O_1,1,2,1,1,1
ZIMTAS_w_CO2_2H2O_2,1,2,1,1,1
ZIMTAS_w_CO2_2H2O_3,1,2,1,1,1
ZIMTAS_w_CO2_2H2O_4,1,2,1,1,1
ZIMTAS_w_CO2_2H2O_5,1,2,1,1,1
ZIMTAS_w_CO2_2H2O_6,1,2,1,1,1
OKIYIR03_charged_w_CO2_2H2O_1,1,2,1,1,1
OKIYIR03_charged_w_CO2_2H2O_2,1,2,1,1,1
OKIYIR03_charged_w_CO2_2H2O_3,1,2,1,1,1
OKIYIR03_charged_w_CO2_2H2O_4,1,2,1,1,1
PUWDIU_w_CO2_2H2O_1,1,2,1,1,1
PUWDIU_w_CO2_2H2O_2,1,2,1,1,1
PUWDIU_w_CO2_2H2O_3,1,2,1,1,1
KEDQAN_w_CO2_2H2O_1,1,2,1,1,1
KEDQAN_w_CO2_2H2O_2,1,2,1,1,1
KEDQAN_w_CO2_2H2O_3,1,2,1,1,1
KEDQAN_w_CO2_2H2O_4,1,2,1,1,1
KEDQAN_w_CO2_2H2O_5,1,2,1,1,1
KECRAL12_w_CO2_2H2O_1,1,2,1,1,1
KECRAL12_w_CO2_2H2O_2,1,2,1,1,1
QUNMUI_w_CO2_2H2O_1,1,2,1,1,1
QUNMUI_w_CO2_2H2O_2,1,2,1,1,1
QUNMUI_w_CO2_2H2O_3,1,2,1,1,1
SOPLOA_w_CO2_2H2O_1,1,2,1,1,1
SOPLOA_w_CO2_2H2O_2,1,2,1,1,1
SOPLOA_w_CO2_2H2O_3,1,2,1,1,1
SOPLOA_w_CO2_2H2O_4,1,2,1,1,1
SOPLOA_w_CO2_2H2O_5,1,2,1,1,1
COXHED_w_CO2_2H2O_1,1,2,1,1,1
COXHED_w_CO2_2H2O_2,1,2,1,1,1
COXHED_w_CO2_2H2O_3,1,2,1,1,1
COXHED_w_CO2_2H2O_4,1,2,1,1,1
COXHED_w_CO2_2H2O_random_1,1,2,1,1,1
COXHED_w_CO2_2H2O_random_2,1,2,1,1,1
QIJLAW_w_CO2_2H2O_1,1,2,1,1,1
QIJLAW_w_CO2_2H2O_2,1,2,1,1,1
QIJLAW_w_CO2_2H2O_3,1,2,1,1,1
QIJLAW_w_CO2_2H2O_4,1,2,1,1,1
LUSHOX02_w_CO2_2H2O_1,1,2,1,1,1
LUSHOX02_w_CO2_2H2O_2,1,2,1,1,1
LUSHOX02_w_CO2_2H2O_3,1,2,1,1,1
ESANET_w_CO2_2H2O_1,1,2,1,1,1
ESANET_w_CO2_2H2O_2,1,2,1,1,1
ESANET_w_CO2_2H2O_3,1,2,1,1,1
ESANET_w_CO2_2H2O_4,1,2,1,1,1
ESANET_w_CO2_2H2O_5,1,2,1,1,1
EDUWAB_w_CO2_2H2O_1,1,2,1,1,1
EDUWAB_w_CO2_2H2O_2,1,2,1,1,1
EDUWAB_w_CO2_2H2O_3,1,2,1,1,1
YIWPEZ_SL_part_w_CO2_2H2O_1,1,2,1,1,1
YIWPEZ_SL_part_w_CO2_2H2O_2,1,2,1,1,1
YIWPEZ_SL_part_w_CO2_2H2O_3,1,2,1,1,1
AMILUE_w_CO2_2H2O_1,1,2,1,1,1
AMILUE_w_CO2_2H2O_2,1,2,1,1,1
AMILUE_w_CO2_2H2O_3,1,2,1,1,1
AMILUE_w_CO2_2H2O_4,1,2,1,1,1
AMILUE_w_CO2_2H2O_5,1,2,1,1,1
KONYOB_w_CO2_2H2O_1,1,2,2,1,1
KONYOB_w_CO2_2H2O_2,1,2,1,1,1
KONYOB_w_CO2_2H2O_3,1,2,1,1,1
KONYOB_w_CO2_2H2O_4,1,2,2,1,1
KONYOB_w_CO2_2H2O_5,1,2,1,1,1
KONYOB_w_CO2_2H2O_random_1,1,2,1,1,1
KONYOB_w_CO2_2H2O_random_2,1,2,2,1,1
VEJYOZ_w_CO2_2H2O_1,1,2,1,1,1
VEJYOZ_w_CO2_2H2O_2,1,2,1,1,1
VEJYOZ_w_CO2_2H2O_3,1,2,1,1,1
VEJYOZ_w_CO2_2H2O_4,1,2,1,1,1
VEJYOZ_w_CO2_2H2O_5,1,2,1,1,1
VEJYOZ_w_CO2_2H2O_6,1,2,1,1,1
OBUFIB_SL_w_CO2_2H2O_1,1,2,1,1,1
OBUFIB_SL_w_CO2_2H2O_2,1,2,1,1,1
OBUFIB_SL_w_CO2_2H2O_3,1,2,1,1,1
OBUFIB_SL_w_CO2_2H2O_4,1,2,1,1,1
BOZFIH_w_CO2_2H2O_1,1,2,1,1,1
BOZFIH_w_CO2_2H2O_2,1,2,1,1,1
BOZFIH_w_CO2_2H2O_3,1,2,1,1,1
MUWQEB_w_CO2_2H2O_1,1,2,1,1,1
MUWQEB_w_CO2_2H2O_2,1,2,1,1,1
MUWQEB_w_CO2_2H2O_3,1,2,1,1,1
MUWQEB_w_CO2_2H2O_4,1,2,1,1,1
MUWQEB_w_CO2_2H2O_5,1,2,1,1,1
MUWQEB_w_CO2_2H2O_6,1,2,1,1,1
MUWQEB_w_CO2_2H2O_7,1,2,1,1,1
MUWQEB_w_CO2_2H2O_8,1,2,1,1,1
HOYRIY_w_CO2_2H2O_1,1,2,1,1,1
HOYRIY_w_CO2_2H2O_2,1,2,1,1,1
HOYRIY_w_CO2_2H2O_3,1,2,1,1,1
HOYRIY_w_CO2_2H2O_4,1,2,1,1,1
HOYRIY_w_CO2_2H2O_random_1,1,2,1,1,1
HOYRIY_w_CO2_2H2O_random_2,1,2,1,1,1
UXIQOJ_w_CO2_2H2O_1,1,2,1,1,1
UXIQOJ_w_CO2_2H2O_2,1,2,1,1,1
UXIQOJ_w_CO2_2H2O_3,1,2,1,1,1
UXIQOJ_w_CO2_2H2O_4,1,2,1,1,1
UXIQOJ_w_CO2_2H2O_5,1,2,1,1,1
UXIQOJ_w_CO2_2H2O_6,1,2,1,1,1
UXIQOJ_w_CO2_2H2O_random_1,1,2,1,1,1
UXIQOJ_w_CO2_2H2O_random_2,1,2,1,1,1
HAFQOW_w_CO2_2H2O_1,1,2,1,1,1
HAFQOW_w_CO2_2H2O_2,1,2,1,1,1
HAFQOW_w_CO2_2H2O_3,1,2,1,1,1
HAFQOW_w_CO2_2H2O_4,1,2,1,1,1
INAMUG_w_CO2_2H2O_1,1,2,1,1,1
INAMUG_w_CO2_2H2O_2,1,2,1,1,1
INAMUG_w_CO2_2H2O_3,1,2,1,1,1
INAMUG_w_CO2_2H2O_4,1,2,1,1,1
INAMUG_w_CO2_2H2O_5,1,2,1,1,1
OZUKUR01_w_CO2_2H2O_1,1,2,1,1,1
OZUKUR01_w_CO2_2H2O_2,1,2,1,1,1
OZUKUR01_w_CO2_2H2O_3,1,2,1,1,1
OZUKUR01_w_CO2_2H2O_4,1,2,1,1,1
OZUKUR01_w_CO2_2H2O_5,1,2,1,1,1
NETYIV01_w_CO2_2H2O_1,1,2,1,1,1
NETYIV01_w_CO2_2H2O_2,1,2,1,1,1
NETYIV01_w_CO2_2H2O_3,1,2,1,1,1
NETYIV01_w_CO2_2H2O_4,1,2,1,1,1
FIRNAX_w_CO2_2H2O_1,1,2,1,1,1
FIRNAX_w_CO2_2H2O_2,1,2,1,1,1
FIRNAX_w_CO2_2H2O_3,1,2,1,1,1
FIRNAX_w_CO2_2H2O_4,1,2,1,1,1
cg500033b_si_003_w_CO2_2H2O_1,1,2,1,1,1
cg500033b_si_003_w_CO2_2H2O_2,1,2,1,1,1
cg500033b_si_003_w_CO2_2H2O_3,1,2,1,1,1
VAHJIA_w_CO2_2H2O_1,1,2,1,1,1
VAHJIA_w_CO2_2H2O_2,1,2,1,1,1
VAHJIA_w_CO2_2H2O_3,1,2,1,1,1
VEJHID_w_CO2_2H2O_1,1,2,1,1,1
VEJHID_w_CO2_2H2O_2,1,2,1,1,1
VEJHID_w_CO2_2H2O_3,1,2,1,1,1
PARHEW_w_CO2_2H2O_1,1,2,1,1,1
PARHEW_w_CO2_2H2O_2,1,2,1,1,1
PARHEW_w_CO2_2H2O_3,1,2,1,1,1
PARHEW_w_CO2_2H2O_4,1,2,1,1,1
EBEMEF_w_CO2_2H2O_1,1,2,1,1,1
EBEMEF_w_CO2_2H2O_2,1,2,1,1,1
EBEMEF_w_CO2_2H2O_3,1,2,1,1,1
EBEMEF_w_CO2_2H2O_4,1,2,1,1,1
XIGFOJ_manual_w_CO2_2H2O_1,1,2,1,1,1
XIGFOJ_manual_w_CO2_2H2O_2,1,2,1,1,1
XIGFOJ_manual_w_CO2_2H2O_3,1,2,1,1,1
XIGFOJ_manual_w_CO2_2H2O_4,1,2,1,1,1
XIGFOJ_manual_w_CO2_2H2O_5,1,2,1,1,1
LAQNID_w_CO2_2H2O_1,1,2,1,1,1
LAQNID_w_CO2_2H2O_2,1,2,1,1,1
LAQNID_w_CO2_2H2O_3,1,2,1,1,1
LAQNID_w_CO2_2H2O_4,1,2,1,1,1
LAQNID_w_CO2_2H2O_5,1,2,1,1,1
LAQNID_w_CO2_2H2O_6,1,2,1,1,1
NULMAJ_w_CO2_2H2O_1,1,2,1,1,1
NULMAJ_w_CO2_2H2O_2,1,2,1,1,1
NULMAJ_w_CO2_2H2O_3,1,2,1,1,1
NULMAJ_w_CO2_2H2O_4,1,2,1,1,1
NULMAJ_w_CO2_2H2O_5,1,2,1,1,1
NULMAJ_w_CO2_2H2O_6,1,2,1,1,1
NULMAJ_w_CO2_2H2O_random_1,1,2,1,1,1
NULMAJ_w_CO2_2H2O_random_2,1,2,1,1,1
acscombsci.5b00188_5024922_w_CO2_2H2O_1,1,2,1,1,1
acscombsci.5b00188_5024922_w_CO2_2H2O_2,1,2,1,1,1
acscombsci.5b00188_5024922_w_CO2_2H2O_3,1,2,1,1,1
acscombsci.5b00188_5024922_w_CO2_2H2O_4,1,2,1,1,1
acscombsci.5b00188_5024922_w_CO2_2H2O_5,1,2,1,1,1
acscombsci.5b00188_5024922_w_CO2_2H2O_6,1,2,1,1,1
SIVQAR_w_CO2_2H2O_1,1,2,1,1,1
SIVQAR_w_CO2_2H2O_2,1,2,1,1,1
SIVQAR_w_CO2_2H2O_3,1,2,1,1,1
SIVQAR_w_CO2_2H2O_4,1,2,1,1,1
SIVQAR_w_CO2_2H2O_5,1,2,1,1,1
SIVQAR_w_CO2_2H2O_random_1,1,2,1,1,1
SIVQAR_w_CO2_2H2O_random_2,1,2,1,1,1
OCUTEM_w_CO2_2H2O_1,1,2,1,1,1
OCUTEM_w_CO2_2H2O_2,1,2,1,1,1
OCUTEM_w_CO2_2H2O_3,1,2,1,1,1
WIKLOT_w_CO2_2H2O_1,1,2,1,1,1
WIKLOT_w_CO2_2H2O_2,1,2,1,1,1
WIKLOT_w_CO2_2H2O_3,1,2,1,1,1
WIKLOT_w_CO2_2H2O_4,1,2,1,1,1
WIKLOT_w_CO2_2H2O_5,1,2,1,1,1
DOLXOR_w_CO2_2H2O_1,1,2,1,1,1
DOLXOR_w_CO2_2H2O_2,1,2,1,1,1
IJIGOX_w_CO2_2H2O_1,1,2,1,1,1
IJIGOX_w_CO2_2H2O_2,1,2,1,1,1
IJIGOX_w_CO2_2H2O_3,1,2,1,1,1
IJIGOX_w_CO2_2H2O_4,1,2,1,1,1
IJIGOX_w_CO2_2H2O_5,1,2,1,1,1
IJIGOX_w_CO2_2H2O_6,1,2,1,1,1
ELILIV_w_CO2_2H2O_1,1,2,1,1,1
ELILIV_w_CO2_2H2O_2,1,2,1,1,1
ELILIV_w_CO2_2H2O_3,1,2,1,1,1
ELILIV_w_CO2_2H2O_4,1,2,1,1,1
XEGJOK_w_CO2_2H2O_1,1,2,1,1,1
XEGJOK_w_CO2_2H2O_2,1,2,1,1,1
XEGJOK_w_CO2_2H2O_3,1,2,1,1,1
XEGJOK_w_CO2_2H2O_4,1,2,1,1,1
XEGJOK_w_CO2_2H2O_5,1,2,1,1,1
NATFAS_w_CO2_2H2O_1,1,2,1,1,1
NATFAS_w_CO2_2H2O_2,1,2,1,1,1
NATFAS_w_CO2_2H2O_3,1,2,1,1,1
NATFAS_w_CO2_2H2O_4,1,2,1,1,1
OFAWEZ_w_CO2_2H2O_1,1,2,1,1,1
OFAWEZ_w_CO2_2H2O_2,1,2,1,1,1
OFAWEZ_w_CO2_2H2O_3,1,2,1,1,1
OFAWEZ_w_CO2_2H2O_4,1,2,1,1,1
OFAWEZ_w_CO2_2H2O_5,1,2,1,1,1
OFAWEZ_w_CO2_2H2O_random_1,1,2,1,1,1
OFAWEZ_w_CO2_2H2O_random_2,1,2,1,1,1
HIMSAY_w_CO2_2H2O_1,1,2,1,1,1
HIMSAY_w_CO2_2H2O_2,1,2,1,1,1
HIMSAY_w_CO2_2H2O_3,1,2,1,1,1
HIMSAY_w_CO2_2H2O_4,1,2,1,1,1
HIMSAY_w_CO2_2H2O_5,1,2,1,1,1
KOQGAA_w_CO2_2H2O_1,1,2,1,1,1
KOQGAA_w_CO2_2H2O_2,1,2,1,1,1
KOQGAA_w_CO2_2H2O_3,1,2,1,1,1
KOQGAA_w_CO2_2H2O_4,1,2,1,1,1
KOQGAA_w_CO2_2H2O_5,1,2,1,1,1
EXALIZ_w_CO2_2H2O_1,1,2,1,1,1
EXALIZ_w_CO2_2H2O_2,1,2,1,1,1
EXALIZ_w_CO2_2H2O_3,1,2,1,1,1
EXALIZ_w_CO2_2H2O_4,1,2,1,1,1
EXALIZ_w_CO2_2H2O_5,1,2,1,1,1
EXALIZ_w_CO2_2H2O_6,1,2,1,1,1
EXALIZ_w_CO2_2H2O_random_1,1,2,1,1,1
EXALIZ_w_CO2_2H2O_random_2,1,2,1,1,1
XISLAM_w_CO2_2H2O_1,1,2,1,1,1
XISLAM_w_CO2_2H2O_2,1,2,1,1,1
XISLAM_w_CO2_2H2O_3,1,2,1,1,1
ac403674p_si_001_w_CO2_2H2O_1,1,2,1,1,1
ac403674p_si_001_w_CO2_2H2O_2,1,2,1,1,1
ac403674p_si_001_w_CO2_2H2O_3,1,2,1,1,1
ac403674p_si_001_w_CO2_2H2O_4,1,2,1,1,1
ac403674p_si_001_w_CO2_2H2O_5,1,2,1,1,1
ac403674p_si_001_w_CO2_2H2O_6,1,2,1,1,1
ac403674p_si_001_w_CO2_2H2O_7,1,2,1,1,1
ac403674p_si_001_w_CO2_2H2O_random_1,1,2,1,1,1
ac403674p_si_001_w_CO2_2H2O_random_2,1,2,1,1,1
NEDVUP_w_CO2_2H2O_1,1,2,1,1,1
NEDVUP_w_CO2_2H2O_2,1,2,1,1,1
NEDVUP_w_CO2_2H2O_3,1,2,1,1,1
NEDVUP_w_CO2_2H2O_4,1,2,1,1,1
NEDVUP_w_CO2_2H2O_5,1,2,1,1,1
NEDVUP_w_CO2_2H2O_random_1,1,2,1,1,1
NEDVUP_w_CO2_2H2O_random_2,1,2,1,1,1
PAJSAX_w_CO2_2H2O_1,1,2,1,1,1
PAJSAX_w_CO2_2H2O_2,1,2,1,1,1
PAJSAX_w_CO2_2H2O_3,1,2,1,1,1
PAJSAX_w_CO2_2H2O_4,1,2,1,1,1
PAJSAX_w_CO2_2H2O_5,1,2,1,1,1
PAJSAX_w_CO2_2H2O_6,1,2,1,1,1
OKABAE_w_CO2_2H2O_1,1,2,1,1,1
OKABAE_w_CO2_2H2O_2,1,2,1,1,1
OKABAE_w_CO2_2H2O_3,1,2,1,1,1
OKABAE_w_CO2_2H2O_4,1,2,1,1,1
OKABAE_w_CO2_2H2O_5,1,2,1,1,1
YIWNUN_w_CO2_2H2O_1,1,2,1,1,1
YIWNUN_w_CO2_2H2O_2,1,2,1,1,1
YIWNUN_w_CO2_2H2O_3,1,2,1,1,1
cm503311x_alf175K_w_CO2_2H2O_1,1,2,2,1,1
cm503311x_alf175K_w_CO2_2H2O_2,1,2,1,1,1
cm503311x_alf175K_w_CO2_2H2O_3,1,2,1,1,1
cm503311x_alf175K_w_CO2_2H2O_4,1,2,1,1,1
HIDCUU_w_CO2_2H2O_1,1,2,1,1,1
HIDCUU_w_CO2_2H2O_2,1,2,1,1,1
HIDCUU_w_CO2_2H2O_3,1,2,1,1,1
HIDCUU_w_CO2_2H2O_4,1,2,1,1,1
IJEVEA_w_CO2_2H2O_1,1,2,1,1,1
IJEVEA_w_CO2_2H2O_2,1,2,1,1,1
IJEVEA_w_CO2_2H2O_3,1,2,1,1,1
IJEVEA_w_CO2_2H2O_4,1,2,1,1,1
IJEVEA_w_CO2_2H2O_5,1,2,1,1,1
BIYSUZ_w_CO2_2H2O_1,1,2,1,1,1
BIYSUZ_w_CO2_2H2O_2,1,2,1,1,1
BIYSUZ_w_CO2_2H2O_3,1,2,1,1,1
BIYSUZ_w_CO2_2H2O_4,1,2,1,1,1
BIYSUZ_w_CO2_2H2O_5,1,2,1,1,1
BIYSUZ_w_CO2_2H2O_6,1,2,1,1,1
BIYSUZ_w_CO2_2H2O_7,1,2,1,1,1
BIYSUZ_w_CO2_2H2O_random_1,1,2,1,1,1
BIYSUZ_w_CO2_2H2O_random_2,1,2,1,1,1
ALUKUO_w_CO2_2H2O_1,1,2,1,1,1
ALUKUO_w_CO2_2H2O_2,1,2,1,1,1
ALUKUO_w_CO2_2H2O_3,1,2,1,1,1
ALUKUO_w_CO2_2H2O_4,1,2,1,1,1
EDUVAA_w_CO2_2H2O_1,1,2,1,1,1
EDUVAA_w_CO2_2H2O_2,1,2,1,1,1
EDUVAA_w_CO2_2H2O_3,1,2,1,1,1
EDUVAA_w_CO2_2H2O_4,1,2,1,1,1
EDUVAA_w_CO2_2H2O_5,1,2,1,1,1
MUSCAG_w_CO2_2H2O_1,1,2,1,1,1
MUSCAG_w_CO2_2H2O_2,1,2,1,1,1
MUSCAG_w_CO2_2H2O_3,1,2,1,1,1
CUNFOH01_w_CO2_2H2O_1,1,2,1,1,1
CUNFOH01_w_CO2_2H2O_2,1,2,1,1,1
CUNFOH01_w_CO2_2H2O_3,1,2,1,1,1
CUNFOH01_w_CO2_2H2O_4,1,2,1,1,1
CUNFOH01_w_CO2_2H2O_5,1,2,1,1,1
CUNFOH01_w_CO2_2H2O_random_1,1,2,1,1,1
CUNFOH01_w_CO2_2H2O_random_2,1,2,1,1,1
UCAXEC_w_CO2_2H2O_1,1,2,2,1,1
UCAXEC_w_CO2_2H2O_2,1,2,2,1,1
UCAXEC_w_CO2_2H2O_3,1,2,2,1,1
UCAXEC_w_CO2_2H2O_4,1,2,2,1,1
UCAXEC_w_CO2_2H2O_5,1,2,2,1,1
UCAXEC_w_CO2_2H2O_6,1,2,2,1,1
YOCCIE_w_CO2_2H2O_1,1,2,1,1,1
YOCCIE_w_CO2_2H2O_2,1,2,1,1,1
YOCCIE_w_CO2_2H2O_3,1,2,1,1,1
YOCCIE_w_CO2_2H2O_4,1,2,1,1,1
KOMHEB_w_CO2_2H2O_1,1,2,1,1,1
KOMHEB_w_CO2_2H2O_2,1,2,1,1,1
KOMHEB_w_CO2_2H2O_3,1,2,1,1,1
KOMHEB_w_CO2_2H2O_4,1,2,1,1,1
XANNAB_w_CO2_2H2O_1,1,2,1,1,1
XOPMIA_w_CO2_2H2O_1,1,2,1,1,1
XOPMIA_w_CO2_2H2O_2,1,2,1,1,1
XOPMIA_w_CO2_2H2O_3,1,2,1,1,1
XOPMIA_w_CO2_2H2O_4,1,2,1,1,1
XOPMIA_w_CO2_2H2O_5,1,2,1,1,1
XOPMIA_w_CO2_2H2O_6,1,2,1,1,1
QOMFEE_w_CO2_2H2O_1,1,2,1,1,1
QOMFEE_w_CO2_2H2O_2,1,2,1,1,1
QOMFEE_w_CO2_2H2O_3,1,2,1,1,1
QOMFEE_w_CO2_2H2O_4,1,2,1,1,1
QOMFEE_w_CO2_2H2O_5,1,2,1,1,1
PIQFIG_w_CO2_2H2O_1,1,2,1,1,1
ja512973b_si_003_auto_w_CO2_2H2O_1,1,2,1,1,1
ja512973b_si_003_auto_w_CO2_2H2O_2,1,2,1,1,1
IDIWUN_w_CO2_2H2O_1,1,2,1,1,1
IDIWUN_w_CO2_2H2O_2,1,2,1,1,1
IDIWUN_w_CO2_2H2O_3,1,2,1,1,1
IDIWUN_w_CO2_2H2O_4,1,2,1,1,1
IDIWUN_w_CO2_2H2O_5,1,2,1,1,1
RUWXAJ_w_CO2_2H2O_1,1,2,1,1,1
RUWXAJ_w_CO2_2H2O_2,1,2,1,1,1
RUWXAJ_w_CO2_2H2O_3,1,2,1,1,1
RUWXAJ_w_CO2_2H2O_4,1,2,1,1,1
RUWXAJ_w_CO2_2H2O_5,1,2,1,1,1
RUWXAJ_w_CO2_2H2O_6,1,2,1,1,1
RUWXAJ_w_CO2_2H2O_random_1,1,2,1,1,1
RUWXAJ_w_CO2_2H2O_random_2,1,2,1,1,1
UNECOH_w_CO2_2H2O_1,1,2,1,1,1
UNECOH_w_CO2_2H2O_2,1,2,1,1,1
UNECOH_w_CO2_2H2O_3,1,2,1,1,1
UYAQAN_w_CO2_2H2O_1,1,2,1,1,1
UYAQAN_w_CO2_2H2O_2,1,2,1,1,1
UYAQAN_w_CO2_2H2O_3,1,2,1,1,1
UYAQAN_w_CO2_2H2O_4,1,2,1,1,1
UYAQAN_w_CO2_2H2O_5,1,2,1,1,1
UYAQAN_w_CO2_2H2O_6,1,2,1,1,1
UYAQAN_w_CO2_2H2O_random_1,1,2,1,1,1
UYAQAN_w_CO2_2H2O_random_2,1,2,1,1,1
EDIKIL_w_CO2_2H2O_1,1,2,2,1,2
EDIKIL_w_CO2_2H2O_2,1,2,1,1,1
EDIKIL_w_CO2_2H2O_3,1,2,1,1,1
EDIKIL_w_CO2_2H2O_4,1,2,1,1,1
EDIKIL_w_CO2_2H2O_5,1,2,1,1,1
EDIKIL_w_CO2_2H2O_6,1,2,1,1,1
ETIXOW_w_CO2_2H2O_1,1,2,1,1,1
ETIXOW_w_CO2_2H2O_2,1,2,1,1,1
ETIXOW_w_CO2_2H2O_3,1,2,1,1,1
ETIXOW_w_CO2_2H2O_4,1,2,1,1,1
ETIXOW_w_CO2_2H2O_5,1,2,1,1,1
OJAKOA_w_CO2_2H2O_1,1,2,1,1,1
OJAKOA_w_CO2_2H2O_2,1,2,1,1,1
OJAKOA_w_CO2_2H2O_3,1,2,2,1,1
OJAKOA_w_CO2_2H2O_4,1,2,1,1,1
OJAKOA_w_CO2_2H2O_5,1,2,1,1,1
OJAKOA_w_CO2_2H2O_6,1,2,1,1,1
TACPIX_w_CO2_2H2O_1,1,2,1,1,1
TACPIX_w_CO2_2H2O_2,1,2,1,1,2
TACPIX_w_CO2_2H2O_3,1,2,1,1,2
TACPIX_w_CO2_2H2O_4,1,2,1,1,1
TACPIX_w_CO2_2H2O_5,1,2,1,1,1
TACPIX_w_CO2_2H2O_random_1,1,2,1,1,2
TACPIX_w_CO2_2H2O_random_2,1,2,1,1,1
DAPYAW_w_CO2_2H2O_1,1,2,1,1,1
DAPYAW_w_CO2_2H2O_2,1,2,1,1,1
DAPYAW_w_CO2_2H2O_3,1,2,1,1,1
DAPYAW_w_CO2_2H2O_4,1,2,1,1,1
DAPYAW_w_CO2_2H2O_5,1,2,1,1,1
RUMWUS_w_CO2_2H2O_1,1,2,1,1,1
RUMWUS_w_CO2_2H2O_2,1,2,1,1,1
RUMWUS_w_CO2_2H2O_3,1,2,1,1,1
RUMWUS_w_CO2_2H2O_4,1,2,1,1,1
PUKSUL_w_CO2_2H2O_1,1,2,1,1,2
PUKSUL_w_CO2_2H2O_2,1,2,1,1,2
RONSIY_w_CO2_2H2O_1,1,2,1,1,1
RONSIY_w_CO2_2H2O_2,1,2,1,1,1
RONSIY_w_CO2_2H2O_3,1,2,1,1,1
RONSIY_w_CO2_2H2O_4,1,2,1,1,1
RONSIY_w_CO2_2H2O_5,1,2,1,1,1
RONSIY_w_CO2_2H2O_6,1,2,1,1,1
ELOHOE_w_CO2_2H2O_1,1,2,1,1,1
ELOHOE_w_CO2_2H2O_2,1,2,1,1,1
ELOHOE_w_CO2_2H2O_3,1,2,1,1,1
FAFMAC_w_CO2_2H2O_1,1,2,1,1,1
FAFMAC_w_CO2_2H2O_2,1,2,1,1,1
FAFMAC_w_CO2_2H2O_3,1,2,1,1,1
FAFMAC_w_CO2_2H2O_4,1,2,1,1,1
FAFMAC_w_CO2_2H2O_random_1,1,2,2,1,1
FAFMAC_w_CO2_2H2O_random_2,1,2,1,1,1
RUYQIN01_w_CO2_2H2O_1,1,2,1,1,1
RUYQIN01_w_CO2_2H2O_2,1,2,1,1,1
RUYQIN01_w_CO2_2H2O_3,1,2,1,1,1
RUYQIN01_w_CO2_2H2O_4,1,2,1,1,1
RUYQIN01_w_CO2_2H2O_5,1,2,1,1,1
AVIPAX_w_CO2_2H2O_1,1,2,1,1,1
AVIPAX_w_CO2_2H2O_2,1,2,1,1,1
AVIPAX_w_CO2_2H2O_3,1,2,1,1,1
AVIPAX_w_CO2_2H2O_4,1,2,1,1,1
cg800424t_si_002_w_CO2_2H2O_1,1,2,1,1,1
cg800424t_si_002_w_CO2_2H2O_2,1,2,1,1,1
cg800424t_si_002_w_CO2_2H2O_3,1,2,1,1,1
cg800424t_si_002_w_CO2_2H2O_4,1,2,1,1,1
cg800424t_si_002_w_CO2_2H2O_5,1,2,1,1,1
cg800424t_si_002_w_CO2_2H2O_6,1,2,1,1,1
cg800424t_si_002_w_CO2_2H2O_random_1,1,2,1,1,1
cg800424t_si_002_w_CO2_2H2O_random_2,1,2,1,1,1
FECKAA_w_CO2_2H2O_1,1,2,1,1,1
FECKAA_w_CO2_2H2O_2,1,2,1,1,1
FECKAA_w_CO2_2H2O_3,1,2,1,1,1
FECKAA_w_CO2_2H2O_4,1,2,1,1,1
FECKAA_w_CO2_2H2O_5,1,2,1,1,1
LURLOB_w_CO2_2H2O_1,1,2,1,1,1
LURLOB_w_CO2_2H2O_2,1,2,1,1,2
LURLOB_w_CO2_2H2O_3,1,2,1,1,1
LURLOB_w_CO2_2H2O_4,1,2,1,1,1
LURLOB_w_CO2_2H2O_5,1,2,1,1,1
c5cp03920g_c5cp03920g2_w_CO2_2H2O_1,1,2,1,1,1
